,true_lengths,gen_lengths
19560,3.6945,3.7648
19561,3.6945,3.7648
19562,27.0298,26.763
19563,8.2796,8.3477
19564,8.2796,8.3477
19565,8.2796,8.3477
19566,7.5433,7.5622
19567,9.0916,9.6471
19568,4.0027,3.7322
19569,6.6193,6.5956
19570,6.6193,6.5956
19571,6.6193,6.5956
19572,6.7855,6.7986
19573,6.7855,6.7986
19574,6.7855,6.7986
19575,2.7689,2.7651
19576,2.7689,2.7651
19577,27.2416,27.2048
19578,6.4435,6.4523
19579,6.4435,6.4523
19580,6.4435,6.4523
19581,6.3376,6.3252
19582,6.3376,6.3252
19583,6.3376,6.3252
19584,4.0946,4.2191
19585,4.8045,4.7167
19586,9.5186,9.4465
19587,6.403,6.4052
19588,6.403,6.4052
19589,6.403,6.4052
19590,10.0286,10.0465
19591,10.0286,10.0465
19592,4.1686,4.1642
19593,7.7678,7.7544
19594,7.7678,7.7544
19595,7.7678,7.7544
19596,7.3356,7.3753
19597,7.3356,7.3753
19598,7.3356,7.3753
19599,8.299,8.2594
19600,2.8428,2.8083
19601,7.3147,7.3009
19602,4.9696,4.9654
19603,4.9696,4.9654
19604,4.9696,4.9654
19605,5.2235,5.2975
19606,5.2235,5.2975
19607,4.9119,4.8604
19608,3.3692,3.3405
19609,3.3692,3.3405
19610,27.9138,28.4537
19611,6.0819,6.0542
19612,6.0819,6.0542
19613,6.0819,6.0542
19614,2.864,2.9519
19615,3.6742,3.6367
19616,7.0975,7.1065
19617,4.3346,4.2026
19618,4.7834,4.6009
19619,9.8516,9.942
19620,4.8434,4.9351
19621,4.8434,4.9351
19622,6.8299,8.0375
19623,3.8965,3.8906
19624,14.1932,14.2114
19625,10.3874,10.4232
19626,7.515,7.549
19627,7.515,7.549
19628,4.0306,3.9999
19629,4.3499,4.4918
19630,6.4543,6.4425
19631,5.6274,5.1582
19632,3.3807,4.0253
19633,6.2367,5.8236
19634,8.8238,8.1259
19635,3.6155,3.5256
19636,6.3918,6.2651
19637,10.9631,11.6459
19638,3.9311,3.9781
19639,3.9311,3.9781
19640,9.657,9.499
19641,2.8678,2.7991
19642,4.2832,4.3738
19643,5.2998,5.3278
19644,7.436,7.3833
19645,7.436,7.3833
19646,7.436,7.3833
19647,10.0932,10.1643
19648,3.0123,3.0031
19649,5.1831,5.1715
19650,2.8656,2.8502
19651,2.8656,2.8502
19652,7.3655,7.9062
19653,2.8104,2.8743
19654,2.8104,2.8743
19655,25.9058,25.7191
19656,2.9093,3.0851
19657,2.9093,3.0851
19658,2.9093,3.0851
19659,3.0622,3.0824
19660,4.0529,4.09
19661,5.6139,5.9791
19662,3.0501,2.9361
19663,5.1345,5.3449
19664,6.4198,6.213
19665,3.1017,3.0392
19666,3.9105,4.0817
19667,6.1319,6.0636
19668,13.1672,12.5745
19669,4.4737,4.4501
19670,12.3919,12.6274
19671,2.833,2.8304
19672,2.833,2.8304
19673,11.305,11.1994
19674,4.1472,3.9982
19675,4.1472,3.9982
19676,6.7693,7.439
19677,3.4778,3.5125
19678,3.4778,3.5125
19679,7.4032,7.5377
19680,9.8468,9.8962
19681,3.2172,3.172
19682,4.4477,4.5141
19683,3.4417,3.4282
19684,3.4417,3.4282
19685,7.905,8.4779
19686,3.6293,3.718
19687,3.8042,3.9156
19688,7.2954,7.0878
19689,6.5186,6.5024
19690,6.5186,6.5024
19691,6.5186,6.5024
19692,6.8115,6.8622
19693,6.8115,6.8622
19694,6.8115,6.8622
19695,7.7823,7.7771
19696,7.7823,7.7771
19697,7.7823,7.7771
19698,3.7549,3.6886
19699,5.7008,5.7693
19700,11.268,11.2312
19701,3.8953,3.6708
19702,3.8953,3.6708
19703,18.9245,21.1707
19704,6.7219,6.7711
19705,6.7219,6.7711
19706,6.7219,6.7711
19707,6.3295,6.3199
19708,6.3295,6.3199
19709,6.3295,6.3199
19710,3.3087,3.4904
19711,3.3087,3.4904
19712,8.8025,7.6961
19713,6.1056,6.081
19714,6.1056,6.081
19715,6.1056,6.081
19716,2.9606,2.9382
19717,3.8469,3.8952
19718,5.8266,5.8691
19719,4.888,5.304
19720,5.5027,5.4456
19721,8.9543,8.3058
19722,6.7584,7.2599
19723,6.7584,7.2599
19724,4.5131,4.0533
19725,3.4845,3.4358
19726,4.7151,4.7378
19727,8.7751,8.9248
19728,5.2162,5.06
19729,5.2162,5.06
19730,27.5323,25.1085
19731,3.8573,3.8135
19732,3.8573,3.8135
19733,8.3114,8.663
19734,3.4276,3.6768
19735,3.4276,3.6768
19736,5.9576,5.3488
19737,7.8583,8.3743
19738,7.8583,8.3743
19739,4.8409,4.6362
19740,6.4758,6.4974
19741,6.4758,6.4974
19742,6.4758,6.4974
19743,8.5646,8.6236
19744,8.5646,8.6236
19745,8.5646,8.6236
19746,3.3778,3.4338
19747,3.4605,3.4499
19748,8.8953,9.1196
19749,2.7454,2.7634
19750,2.7454,2.7634
19751,22.8507,22.7505
19752,4.3825,4.4588
19753,4.3825,4.4588
19754,11.3192,11.2383
19755,6.1681,6.157
19756,6.1681,6.157
19757,6.1681,6.157
19758,2.6719,2.6773
19759,2.6719,2.6773
19760,13.5209,13.5678
19761,6.6482,6.6396
19762,6.6482,6.6396
19763,6.6482,6.6396
19764,4.1052,4.1253
19765,3.2382,3.2324
19766,9.6732,9.7445
19767,2.9762,2.9816
19768,4.5048,4.4732
19769,8.6651,8.5983
19770,3.6475,3.5784
19771,3.6475,3.5784
19772,9.5044,9.7612
19773,3.139,3.069
19774,3.139,3.069
19775,5.5904,5.8353
19776,6.3372,6.3716
19777,6.3372,6.3716
19778,6.3372,6.3716
19779,7.067,7.071
19780,7.067,7.071
19781,7.067,7.071
19782,4.0982,4.0286
19783,4.0982,4.0286
19784,16.9649,16.7373
19785,4.0605,4.0635
19786,5.0204,4.9293
19787,10.5087,10.8311
19788,5.8291,5.9319
19789,8.1928,8.1817
19790,5.7594,5.7332
19791,7.6861,7.7039
19792,7.6861,7.7039
19793,7.6861,7.7039
19794,2.7212,2.7315
19795,2.7212,2.7315
19796,6.0933,6.0193
19797,2.7474,2.746
19798,2.7474,2.746
19799,30.9369,31.6077
19800,3.1792,3.1453
19801,3.1792,3.1453
19802,9.0015,8.927
19803,3.8158,3.8456
19804,5.612,5.5603
19805,15.8122,15.96
19806,4.1088,3.9292
19807,3.9001,3.9152
19808,9.5959,9.5143
19809,6.1692,6.1908
19810,6.1692,6.1908
19811,6.1692,6.1908
19812,3.4438,3.997
19813,3.4438,3.997
19814,3.4438,3.997
19815,5.1969,5.4256
19816,5.1969,5.4256
19817,8.3446,7.8576
19818,6.2128,6.1743
19819,6.2128,6.1743
19820,6.2128,6.1743
19821,4.3538,4.3922
19822,4.3538,4.3922
19823,4.3588,4.3854
19824,12.1013,12.5473
19825,4.0112,4.0197
19826,6.432,6.3517
19827,6.6719,6.5931
19828,6.6719,6.5931
19829,6.6719,6.5931
19830,6.4851,6.4932
19831,6.4851,6.4932
19832,6.4851,6.4932
19833,8.4807,8.4655
19834,8.4807,8.4655
19835,8.4807,8.4655
19836,8.4418,8.4429
19837,8.4418,8.4429
19838,8.4418,8.4429
19839,3.3426,3.3751
19840,3.3426,3.3751
19841,8.3666,8.1741
19842,8.9592,8.8042
19843,2.467,2.891
19844,5.8096,5.7006
19845,6.4655,6.4833
19846,6.4655,6.4833
19847,6.4655,6.4833
19848,2.8393,2.8188
19849,3.6665,3.6591
19850,5.4475,5.4787
19851,3.5907,3.7491
19852,3.5907,3.7491
19853,24.7607,23.5208
19854,3.9585,3.953
19855,3.7145,3.8242
19856,11.7533,12.0984
19857,3.6773,3.6127
19858,3.6773,3.6127
19859,8.0101,8.4031
19860,3.8803,3.9842
19861,3.8803,3.9842
19862,4.2265,4.0867
19863,6.3666,6.3191
19864,6.3666,6.3191
19865,6.3666,6.3191
19866,6.7468,6.7693
19867,6.7468,6.7693
19868,6.7468,6.7693
19869,8.1139,8.0516
19870,8.1139,8.0516
19871,8.1139,8.0516
19872,3.8241,3.7535
19873,3.8241,3.7535
19874,7.3632,7.5801
19875,6.4766,6.5168
19876,6.4766,6.5168
19877,6.4766,6.5168
19878,2.8697,2.8476
19879,2.8697,2.8476
19880,8.2332,8.4383
19881,7.2268,7.2049
19882,7.2268,7.2049
19883,7.2268,7.2049
19884,6.1473,5.9785
19885,6.1473,5.9785
19886,5.423,6.5495
19887,4.1097,3.9901
19888,5.1767,5.3751
19889,10.8649,10.7677
19890,4.8781,4.8619
19891,4.8781,4.8619
19892,7.4513,7.133
19893,7.8961,7.9857
19894,7.8961,7.9857
19895,7.8961,7.9857
19896,4.1851,4.2835
19897,5.8187,5.8506
19898,5.9158,5.8687
19899,5.2664,5.1779
19900,5.2664,5.1779
19901,5.2664,5.1779
19902,7.0498,7.0728
19903,7.0498,7.0728
19904,7.0498,7.0728
19905,12.8162,13.1669
19906,12.8162,13.1669
19907,12.8162,13.1669
19908,2.7554,2.6938
19909,2.7554,2.6938
19910,10.2362,10.2312
19911,6.6835,6.6338
19912,6.6835,6.6338
19913,5.3161,5.3416
19914,6.8874,6.7861
19915,9.1555,9.241
19916,3.1988,3.196
19917,3.9751,4.1258
19918,5.6729,5.4143
19919,5.6912,5.4005
19920,3.7224,3.8117
19921,3.7224,3.8117
19922,8.2435,8.0581
19923,3.6682,3.6518
19924,5.5265,5.5726
19925,11.991,11.7781
19926,9.3404,9.4573
19927,2.8015,2.7937
19928,4.6457,4.6406
19929,6.561,6.6208
19930,6.561,6.6208
19931,6.561,6.6208
19932,3.216,3.4877
19933,3.5885,3.5952
19934,13.0694,12.079
19935,3.9367,3.9752
19936,3.9367,3.9752
19937,10.6953,10.5644
19938,6.4817,6.5222
19939,6.4817,6.5222
19940,6.4817,6.5222
19941,8.7617,8.7546
19942,8.7617,8.7546
19943,8.7617,8.7546
19944,2.8218,2.805
19945,4.7306,4.7009
19946,8.5173,8.5358
19947,3.0651,3.052
19948,3.0651,3.052
19949,7.5055,7.6584
19950,3.0995,3.1107
19951,4.7402,4.7702
19952,13.0396,12.6482
19953,3.1426,3.1467
19954,3.1426,3.1467
19955,28.176,28.1944
19956,5.3917,5.1449
19957,8.465,9.8801
19958,4.3686,4.5429
19959,5.5067,5.5328
19960,5.5067,5.5328
19961,14.6644,13.9872
19962,5.0734,5.075
19963,5.0734,5.075
19964,25.1731,24.8972
19965,7.1074,7.1445
19966,7.1074,7.1445
19967,7.1074,7.1445
19968,6.1003,6.071
19969,6.1003,6.071
19970,6.1003,6.071
19971,6.3169,6.3728
19972,6.3169,6.3728
19973,6.3169,6.3728
19974,4.4211,4.4076
19975,4.9321,5.1672
19976,9.2901,9.0134
19977,3.1248,3.1005
19978,3.1698,3.1193
19979,6.1585,6.4137
19980,6.4923,6.5577
19981,6.4923,6.5577
19982,6.4923,6.5577
19983,4.3485,4.4121
19984,4.3485,4.4121
19985,13.0044,12.0256
19986,7.6054,7.6135
19987,7.6054,7.6135
19988,7.6054,7.6135
19989,6.5725,6.5698
19990,6.5725,6.5698
19991,6.5725,6.5698
19992,3.2039,3.0536
19993,4.3789,4.5355
19994,11.666,12.0249
19995,2.899,2.9792
19996,2.899,2.9792
19997,8.0073,7.6371
19998,8.0204,8.0241
19999,8.0204,8.0241
20000,8.0204,8.0241
20001,5.2808,5.3382
20002,5.2808,5.3382
20003,10.495,9.71
20004,6.6365,6.6409
20005,6.6365,6.6409
20006,6.6365,6.6409
20007,7.4606,7.4751
20008,7.4606,7.4751
20009,7.4606,7.4751
20010,3.7181,3.7788
20011,6.1061,5.9181
20012,6.1834,6.0611
20013,2.8868,3.0175
20014,4.1285,4.4765
20015,5.7313,5.4318
20016,8.59,9.7814
20017,3.9402,3.8886
20018,14.237,13.5227
20019,3.5808,3.5864
20020,3.8916,3.9612
20021,4.9424,4.8791
20022,3.4077,3.4449
20023,3.4077,3.4449
20024,8.5269,8.3319
20025,2.9437,3.2583
20026,2.9437,3.2583
20027,8.2531,7.677
20028,6.4711,6.5063
20029,6.4711,6.5063
20030,6.4711,6.5063
20031,3.8663,3.8395
20032,3.8663,3.8395
20033,9.2143,9.302
20034,2.8161,2.8309
20035,4.5879,4.575
20036,9.9339,9.9364
20037,6.1073,6.096
20038,6.1073,6.096
20039,6.1073,6.096
20040,6.521,6.5094
20041,6.521,6.5094
20042,6.521,6.5094
20043,3.7669,3.7228
20044,3.7669,3.7228
20045,25.9241,26.0104
20046,5.1161,5.1065
20047,2.9535,2.9892
20048,5.3122,5.2852
20049,4.172,4.123
20050,13.6862,13.6931
20051,7.8978,7.8876
20052,3.541,3.2555
20053,4.909,4.2301
20054,9.6344,9.6505
20055,4.1167,4.1182
20056,4.1167,4.1182
20057,13.145,13.6856
20058,4.8606,4.6662
20059,4.8606,4.6662
20060,7.6911,8.854
20061,3.9396,3.9402
20062,3.9396,3.9402
20063,8.7918,8.7505
20064,7.1541,7.143
20065,7.1541,7.143
20066,7.1541,7.143
20067,6.1945,6.2187
20068,6.1945,6.2187
20069,6.1945,6.2187
20070,3.504,3.3904
20071,4.3779,4.4771
20072,12.4087,12.4815
20073,5.8918,5.7552
20074,5.8918,5.7552
20075,8.0861,8.3675
20076,4.2394,4.2431
20077,4.2394,4.2431
20078,4.2394,4.2431
20079,8.6377,8.6282
20080,8.6377,8.6282
20081,8.6377,8.6282
20082,3.4156,3.4534
20083,3.4156,3.4534
20084,9.24,9.1956
20085,7.04,7.0155
20086,7.04,7.0155
20087,7.04,7.0155
20088,3.3165,3.3481
20089,3.3165,3.3481
20090,9.4707,9.5856
20091,9.2881,9.2159
20092,2.9878,2.9799
20093,4.3297,4.3712
20094,6.1033,6.1009
20095,6.1033,6.1009
20096,6.1033,6.1009
20097,5.5362,5.5638
20098,5.5362,5.5638
20099,5.5362,5.5638
20100,2.8516,2.8217
20101,4.0678,4.0712
20102,8.3796,8.2342
20103,4.5913,4.6683
20104,4.5913,4.6683
20105,8.8725,6.7926
20106,6.365,6.3856
20107,6.365,6.3856
20108,6.365,6.3856
20109,3.0926,3.1171
20110,3.0926,3.1171
20111,27.4702,26.6701
20112,2.955,2.9853
20113,2.955,2.9853
20114,27.2239,26.747
20115,6.8336,6.895
20116,6.8336,6.895
20117,6.8336,6.895
20118,4.8499,4.79
20119,4.8499,4.79
20120,8.6647,8.9769
20121,4.2184,4.2171
20122,4.2184,4.2171
20123,10.9704,10.9773
20124,6.3593,6.3759
20125,8.7251,8.7154
20126,3.2514,3.2639
20127,7.2709,7.3257
20128,7.2709,7.3257
20129,7.2709,7.3257
20130,9.5136,9.7419
20131,9.5136,9.7419
20132,9.5136,9.7419
20133,7.9969,8.0244
20134,7.9969,8.0244
20135,7.9969,8.0244
20136,3.5794,3.584
20137,3.5794,3.584
20138,12.6966,12.6473
20139,6.5598,6.55
20140,6.5598,6.55
20141,6.5598,6.55
20142,4.4597,4.3651
20143,4.6681,4.6865
20144,5.8459,6.0852
20145,3.0678,2.9733
20146,4.1826,4.1557
20147,5.2764,5.4097
20148,8.1283,8.7193
20149,6.7885,7.0469
20150,6.7315,6.9323
20151,7.5196,7.5423
20152,7.5196,7.5423
20153,7.5196,7.5423
20154,7.0439,7.1234
20155,7.0439,7.1234
20156,7.0439,7.1234
20157,6.841,6.8056
20158,6.841,6.8056
20159,6.841,6.8056
20160,6.4986,6.5157
20161,6.4986,6.5157
20162,6.4986,6.5157
20163,4.4897,4.7142
20164,4.4897,4.7142
20165,4.4882,4.0705
20166,4.3224,4.0374
20167,4.3224,4.0374
20168,6.3432,6.7903
20169,8.3953,8.4491
20170,8.3953,8.4491
20171,8.3953,8.4491
20172,10.4123,10.2802
20173,10.4123,10.2802
20174,10.4123,10.2802
20175,5.3328,5.3424
20176,8.7889,8.7316
20177,2.649,2.667
20178,7.0508,7.0812
20179,7.0508,7.0812
20180,7.0508,7.0812
20181,7.0051,7.0113
20182,7.0051,7.0113
20183,7.0051,7.0113
20184,6.3068,6.0196
20185,6.3068,6.0196
20186,6.3068,6.0196
20187,6.7761,6.7875
20188,6.7761,6.7875
20189,6.7761,6.7875
20190,10.5414,10.4791
20191,3.269,2.9694
20192,4.4216,4.793
20193,4.2015,4.2129
20194,4.8976,4.9633
20195,9.6502,9.5166
20196,8.9268,9.3307
20197,8.9268,9.3307
20198,8.9268,9.3307
20199,10.9869,10.9706
20200,10.9869,10.9706
20201,5.5817,5.6367
20202,7.3205,7.3509
20203,7.3205,7.3509
20204,7.3205,7.3509
20205,6.9929,7.0288
20206,6.9929,7.0288
20207,6.9929,7.0288
20208,7.0308,6.7265
20209,6.9815,6.8485
20210,5.276,5.4279
20211,7.2768,7.2742
20212,7.2768,7.2742
20213,7.2768,7.2742
20214,4.7002,4.7143
20215,4.7717,4.8465
20216,11.7022,11.4852
20217,4.0055,4.0863
20218,4.0055,4.0863
20219,23.5337,22.7135
20220,3.9979,3.3945
20221,4.6581,4.4146
20222,4.8137,5.5786
20223,6.1239,6.1431
20224,6.1239,6.1431
20225,6.1239,6.1431
20226,6.5737,6.5822
20227,6.5737,6.5822
20228,6.5737,6.5822
20229,3.6733,3.701
20230,4.003,3.8112
20231,14.1476,15.8522
20232,7.175,7.1955
20233,7.175,7.1955
20234,7.175,7.1955
20235,8.0373,8.2988
20236,8.0373,8.2988
20237,2.7263,3.1173
20238,6.1817,6.1945
20239,6.1817,6.1945
20240,6.1817,6.1945
20241,4.4968,4.4865
20242,4.4968,4.4865
20243,3.1625,3.1668
20244,3.1173,3.111
20245,3.1173,3.111
20246,9.1459,9.1723
20247,9.8419,9.6903
20248,9.8419,9.6903
20249,9.8419,9.6903
20250,6.1974,6.2242
20251,6.1974,6.2242
20252,6.1974,6.2242
20253,6.7068,6.7323
20254,6.7068,6.7323
20255,6.7068,6.7323
20256,3.8112,3.8075
20257,3.8112,3.8075
20258,5.4516,5.4992
20259,2.7089,2.7014
20260,5.2421,5.2571
20261,4.8541,4.8535
20262,3.2402,3.1407
20263,4.7099,5.1073
20264,5.1814,5.0564
20265,3.7975,3.577
20266,4.4508,4.7773
20267,6.5844,6.7987
20268,10.0861,10.156
20269,4.2276,4.3165
20270,8.2959,8.1587
20271,4.3242,4.6578
20272,3.6607,3.6249
20273,11.4952,10.7317
20274,5.4508,5.4265
20275,4.1243,4.1335
20276,7.9631,7.9792
20277,6.9311,6.9253
20278,6.9311,6.9253
20279,6.9311,6.9253
20280,5.1876,4.9691
20281,5.1876,4.9691
20282,7.7175,8.3002
20283,7.6411,7.674
20284,4.3614,4.3517
20285,10.5946,10.6348
20286,2.8955,2.9103
20287,2.8955,2.9103
20288,25.3101,25.3171
20289,3.1242,3.125
20290,4.6139,4.5953
20291,9.1718,9.175
20292,5.7946,5.7711
20293,5.7946,5.7711
20294,5.7946,5.7711
20295,3.841,4.1906
20296,3.841,4.1906
20297,3.841,4.1906
20298,3.1636,3.0324
20299,4.3821,4.4866
20300,8.1798,8.154
20301,2.918,2.8929
20302,3.6453,3.4321
20303,5.3207,5.5284
20304,3.1326,3.1358
20305,3.1326,3.1358
20306,7.4882,7.5863
20307,9.1559,8.7024
20308,9.1559,8.7024
20309,2.7023,2.9458
20310,4.0058,4.0162
20311,4.0058,4.0162
20312,5.1043,4.2399
20313,4.5924,4.1272
20314,4.6466,4.7709
20315,9.8438,10.6868
20316,3.8461,3.8534
20317,3.8461,3.8534
20318,23.1626,23.5446
20319,3.1965,3.1771
20320,5.933,6.191
20321,9.3377,9.3503
20322,3.0017,2.8905
20323,4.3297,4.451
20324,8.6054,8.7732
20325,4.5092,4.4905
20326,4.5092,4.4905
20327,8.4083,8.6364
20328,3.4024,3.3822
20329,3.4024,3.3822
20330,13.4414,13.206
20331,4.7877,4.7474
20332,4.7877,4.7474
20333,9.8585,10.101
20334,3.0639,3.0032
20335,4.4373,4.4703
20336,9.0056,9.0829
20337,3.708,3.6148
20338,4.3018,4.4289
20339,11.3959,11.3894
20340,5.4574,5.4907
20341,9.4157,9.5901
20342,2.9191,2.8716
20343,6.2209,6.2185
20344,6.2209,6.2185
20345,6.2209,6.2185
20346,6.6518,6.5067
20347,6.6518,6.5067
20348,3.5633,3.7236
20349,9.2043,9.1291
20350,9.2043,9.1291
20351,9.2043,9.1291
20352,9.1732,7.9822
20353,9.1732,7.9822
20354,9.1732,7.9822
20355,6.5404,6.7359
20356,6.5404,6.7359
20357,6.5404,6.7359
20358,3.7576,3.7913
20359,3.7576,3.7913
20360,8.6846,8.7108
20361,7.2505,7.332
20362,7.2505,7.332
20363,7.2505,7.332
20364,4.4514,4.5084
20365,4.4514,4.5084
20366,3.6788,3.7311
20367,3.7834,3.7499
20368,3.7834,3.7499
20369,8.1139,8.351
20370,5.4119,5.6468
20371,5.4119,5.6468
20372,4.4182,3.7067
20373,4.6124,4.4055
20374,4.6124,4.4055
20375,3.465,3.8181
20376,6.7623,6.7691
20377,6.7623,6.7691
20378,6.7623,6.7691
20379,3.2068,3.1563
20380,4.3544,4.4654
20381,10.7557,10.8623
20382,4.69,4.6887
20383,4.69,4.6887
20384,9.4921,9.4285
20385,3.1082,3.1204
20386,4.3274,4.1612
20387,10.0671,10.581
20388,6.1523,6.1519
20389,6.1523,6.1519
20390,6.1523,6.1519
20391,4.1396,3.7183
20392,5.1413,5.2905
20393,8.3748,9.0786
20394,3.2894,3.1779
20395,5.3291,5.531
20396,18.1095,20.8611
20397,6.0492,5.7665
20398,10.0779,10.9949
20399,6.3228,5.9741
20400,4.3175,4.2629
20401,4.3175,4.2629
20402,4.0676,4.1008
20403,4.1576,4.1389
20404,4.1576,4.1389
20405,8.8737,9.0447
20406,6.5677,6.6167
20407,6.5677,6.6167
20408,6.5677,6.6167
20409,3.6412,3.3392
20410,3.7757,3.6577
20411,8.28,9.8578
20412,6.7798,6.8934
20413,6.7798,6.8934
20414,6.7798,6.8934
20415,5.764,5.7311
20416,5.764,5.7311
20417,5.764,5.7311
20418,2.9114,2.8908
20419,2.9114,2.8908
20420,8.1745,8.3606
20421,7.8002,7.7567
20422,7.8002,7.7567
20423,7.8002,7.7567
20424,11.9469,11.8465
20425,11.9469,11.8465
20426,11.9469,11.8465
20427,5.6687,5.7558
20428,3.7966,3.8095
20429,7.5838,7.62
20430,3.8238,3.7206
20431,3.8238,3.7206
20432,3.8238,3.7206
20433,3.2569,3.2812
20434,3.2569,3.2812
20435,9.9778,10.0022
20436,7.4789,7.4951
20437,7.4789,7.4951
20438,7.4789,7.4951
20439,3.002,3.0222
20440,3.002,3.0222
20441,8.2053,8.0328
20442,6.5562,6.5841
20443,6.5562,6.5841
20444,6.5562,6.5841
20445,7.4428,7.4271
20446,7.4428,7.4271
20447,7.4428,7.4271
20448,2.8369,2.8762
20449,4.164,4.0828
20450,6.5027,6.6536
20451,2.6648,2.6552
20452,2.6648,2.6552
20453,9.1562,9.2386
20454,5.7389,6.1593
20455,6.897,7.1253
20456,3.3039,3.254
20457,6.8452,6.8576
20458,6.8452,6.8576
20459,6.8452,6.8576
20460,3.9934,4.1244
20461,2.6782,2.7587
20462,13.5213,13.0123
20463,3.5485,3.5145
20464,3.8189,3.7753
20465,5.2405,5.3035
20466,7.0895,7.7447
20467,7.7323,8.5562
20468,2.6438,2.7048
20469,4.1313,4.174
20470,4.1313,4.174
20471,6.7778,6.4122
20472,3.4497,3.4861
20473,3.4497,3.4861
20474,4.9973,4.8678
20475,4.0632,4.1346
20476,4.0632,4.1346
20477,3.6919,3.5938
20478,9.7912,9.9363
20479,3.1334,3.0958
20480,5.2898,5.2752
20481,6.8729,6.8893
20482,6.8729,6.8893
20483,6.8729,6.8893
20484,3.1816,3.2245
20485,3.1816,3.2245
20486,9.4753,8.8837
20487,3.3393,3.3508
20488,3.3393,3.3508
20489,7.0214,6.9782
20490,6.9457,6.995
20491,6.9457,6.995
20492,6.9457,6.995
20493,8.7459,8.7999
20494,8.7459,8.7999
20495,8.7459,8.7999
20496,3.6295,3.5638
20497,3.7417,3.8581
20498,8.0052,8.0058
20499,3.8684,3.8562
20500,3.9071,4.1213
20501,6.2741,6.2245
20502,3.0713,3.0736
20503,4.3641,4.4109
20504,5.9939,5.6704
20505,3.8799,3.8524
20506,3.8799,3.8524
20507,2.7346,2.7786
20508,6.593,6.548
20509,6.593,6.548
20510,6.593,6.548
20511,8.8902,9.0426
20512,3.9252,3.957
20513,5.7524,5.7421
20514,2.9536,2.9827
20515,2.9536,2.9827
20516,31.2238,31.3225
20517,3.4915,3.4206
20518,3.4915,3.4206
20519,8.1628,8.5486
20520,7.8572,7.8544
20521,7.8572,7.8544
20522,7.8572,7.8544
20523,2.8355,2.7995
20524,2.8355,2.7995
20525,24.5398,25.079
20526,6.2071,6.2291
20527,6.2071,6.2291
20528,6.2071,6.2291
20529,4.821,4.8227
20530,4.821,4.8227
20531,4.3424,4.4057
20532,5.8125,5.7854
20533,5.8125,5.7854
20534,5.8125,5.7854
20535,3.3418,3.3577
20536,3.6664,3.6534
20537,7.0934,7.1332
20538,5.9982,5.9773
20539,5.9982,5.9773
20540,5.9982,5.9773
20541,6.547,6.5461
20542,6.547,6.5461
20543,6.547,6.5461
20544,4.1568,4.2053
20545,4.1568,4.2053
20546,8.1074,7.9454
20547,7.3758,7.562
20548,7.3758,7.562
20549,7.3758,7.562
20550,3.0978,3.0799
20551,3.0978,3.0799
20552,8.1981,8.255
20553,3.6376,3.5868
20554,4.3687,4.4352
20555,9.1666,9.2484
20556,4.6631,4.6594
20557,4.6631,4.6594
20558,4.6631,4.6594
20559,10.738,10.8707
20560,2.9392,2.9343
20561,5.1104,5.1276
20562,4.0501,3.9884
20563,4.0501,3.9884
20564,9.5602,9.4887
20565,4.1135,4.1593
20566,4.3719,4.473
20567,7.4024,7.3093
20568,3.2602,3.2648
20569,4.4575,4.4538
20570,6.4124,6.388
20571,4.281,4.2297
20572,4.281,4.2297
20573,21.2019,22.3906
20574,7.4953,7.4751
20575,7.4953,7.4751
20576,7.4953,7.4751
20577,3.8233,3.6883
20578,4.7509,4.7742
20579,7.4871,7.7013
20580,4.0642,4.241
20581,4.0642,4.241
20582,8.1094,8.1762
20583,4.4103,4.4875
20584,4.4103,4.4875
20585,4.8356,4.7991
20586,3.0712,3.2141
20587,3.0712,3.2141
20588,7.2668,6.8717
20589,3.3037,3.4019
20590,3.3037,3.4019
20591,6.4411,6.1481
20592,6.8123,6.8332
20593,6.8123,6.8332
20594,6.8123,6.8332
20595,4.1349,4.0107
20596,4.1349,4.0107
20597,8.3033,8.8264
20598,3.6964,3.8389
20599,6.8218,7.1547
20600,6.29,6.0962
20601,4.923,4.9487
20602,4.923,4.9487
20603,10.6541,10.6597
20604,6.5071,6.5494
20605,6.5071,6.5494
20606,6.5071,6.5494
20607,17.8375,17.8479
20608,4.3259,4.3552
20609,9.1869,9.0367
20610,7.6084,7.8417
20611,7.6084,7.8417
20612,7.6084,7.8417
20613,4.4328,4.5395
20614,4.4328,4.5395
20615,8.4513,7.9658
20616,6.9661,6.9852
20617,6.9661,6.9852
20618,6.9661,6.9852
20619,3.1891,3.1858
20620,3.1891,3.1858
20621,26.6431,26.8952
20622,6.572,6.6108
20623,6.572,6.6108
20624,6.572,6.6108
20625,3.9757,3.9966
20626,3.9757,3.9966
20627,4.4227,4.4167
20628,3.3998,3.2346
20629,3.8277,3.8542
20630,4.7881,4.8317
20631,10.8799,10.9087
20632,10.8799,10.9087
20633,10.8799,10.9087
20634,2.6928,2.6962
20635,3.7971,3.7845
20636,6.6754,6.5684
20637,3.7026,3.6459
20638,3.8787,3.8339
20639,6.8242,7.1456
20640,2.8468,2.8498
20641,2.8468,2.8498
20642,26.4624,26.4428
20643,8.6746,7.9138
20644,2.4978,2.5788
20645,4.262,4.5437
20646,7.1254,7.1966
20647,7.1254,7.1966
20648,7.1254,7.1966
20649,6.7744,6.8137
20650,9.1246,8.4282
20651,3.3867,3.6862
